아카, 85, 179
다파, 98, 173
파차, 57, 158
파마, 59, 172
하마, 89, 153
아아, 52, 175
바카, 51, 161
자다, 69, 173
자나, 79, 156
차나, 46, 145
나라, 67, 171
파나, 42, 155
하가, 59, 174
나사, 78, 147
아마, 71, 175
타카, 77, 138
사라, 42, 149
마바, 72, 162
가카, 40, 174
하마, 97, 154
사카, 63, 135
파아, 88, 171
하사, 77, 172
카라, 44, 160
아다, 58, 150
하가, 67, 159
나아, 69, 130
다라, 92, 156
아가, 84, 135
다나, 70, 151
하나, 85, 130
아라, 96, 153
가바, 42, 145
마카, 51, 159
아마, 76, 149
자나, 97, 159
파마, 68, 142
카사, 90, 165
가가, 67, 143
타하, 97, 135
다아, 67, 138
바타, 59, 175
카라, 40, 157
바아, 98, 161
가바, 63, 144
타파, 68, 133
가사, 61, 139
카하, 60, 154
아마, 48, 179
타바, 82, 167
사라, 69, 136
가사, 58, 141
사아, 74, 156
마아, 64, 140
타나, 75, 178
타다, 83, 130
파자, 42, 132
라차, 80, 158
다가, 75, 156
바마, 96, 159
사차, 61, 133
가아, 49, 145
라자, 82, 157
다가, 96, 162
아바, 94, 147
가나, 44, 160
카가, 96, 162
하아, 67, 142
타사, 92, 142
자라, 97, 139
라가, 82, 178
바카, 49, 166
차자, 68, 133
나하, 43, 176
타바, 99, 152
나자, 44, 176
라하, 86, 132
라라, 71, 139
파차, 50, 146
아파, 65, 160
차마, 85, 160
바하, 96, 160
바파, 90, 169
마파, 95, 133
나바, 71, 145
나자, 63, 143
마자, 55, 144
다차, 44, 133
하하, 64, 173
차파, 55, 153
가마, 50, 163
차차, 61, 173
가가, 66, 138
나가, 59, 143
라파, 92, 169
사마, 56, 167
바라, 47, 137
바차, 91, 175
마카, 69, 139
카가, 97, 149
가차, 56, 133
파차, 44, 145
차하, 45, 141
가사, 48, 134
바자, 98, 151
가자, 62, 133
다나, 60, 132
하자, 57, 168
다가, 73, 173
타파, 78, 159
다라, 76, 173
하사, 83, 176
다차, 43, 150
라마, 86, 148
다사, 85, 153
자가, 71, 151
가카, 68, 135
나파, 78, 154
타하, 66, 143
하가, 73, 171
차라, 43, 158
하바, 88, 139
나아, 89, 155
자아, 79, 154
차카, 52, 176
타타, 65, 152
사마, 88, 142
차차, 91, 135
하다, 56, 148
나아, 50, 147
파사, 78, 138
바카, 48, 173
가가, 77, 158
아아, 85, 149
사가, 60, 162
사라, 93, 160
카가, 68, 166
파라, 99, 136
카차, 52, 151
바마, 60, 144
바아, 75, 165
차다, 82, 154
카아, 85, 154
차하, 93, 152
라아, 83, 147
자마, 79, 133
파다, 64, 135
타파, 59, 172
차마, 82, 166
마하, 64, 152
하아, 96, 155
파카, 89, 158
자아, 87, 151
가카, 66, 136
바차, 83, 173
자나, 63, 143
아나, 81, 166
바파, 93, 130
마나, 85, 173
사카, 88, 133
하자, 65, 134
마다, 47, 173
라카, 77, 141
사파, 53, 153
카타, 94, 159
바카, 98, 156
파파, 83, 151
라카, 42, 133
라다, 95, 152
바다, 68, 160
나마, 69, 156
파다, 99, 170
카차, 50, 154
나가, 74, 157
라아, 90, 136
차다, 78, 174
하파, 97, 162
사하, 74, 167
마다, 73, 143
나차, 59, 143
다라, 41, 151
카파, 44, 156
나자, 77, 159
카바, 65, 142
라가, 61, 145
바파, 58, 169
타타, 63, 140
사카, 47, 134
라가, 71, 142
아카, 61, 169
자마, 45, 168
자사, 42, 176
마하, 89, 130
사아, 53, 140
사가, 43, 155
다차, 78, 140
아마, 69, 161
라마, 82, 138
다바, 54, 138
바다, 41, 179
다차, 53, 166
라하, 93, 178
자가, 97, 175
라자, 41, 175
사하, 59, 154
나자, 69, 145
가사, 81, 146
하타, 79, 172
나파, 77, 140
파자, 89, 148
파사, 88, 158
라다, 58, 130
바다, 92, 151
파하, 74, 136
라파, 98, 149
바바, 74, 169
타파, 74, 130
사차, 95, 138
다다, 59, 159
카차, 55, 133
타다, 81, 136
카다, 76, 147
마가, 68, 148
나아, 82, 161
파마, 44, 159
가바, 49, 174
파사, 81, 165
바마, 84, 165
카파, 55, 168
바사, 56, 178
가차, 56, 162
아바, 52, 139
아아, 45, 160
마바, 49, 135
다하, 87, 150
자다, 70, 175
나바, 61, 148
바파, 73, 131
바카, 99, 155
마파, 47, 151
라차, 65, 174
카하, 58, 175
가나, 58, 148
파바, 71, 166
마아, 96, 151
다아, 99, 173
가차, 88, 175
파라, 62, 163
나파, 47, 171
사파, 92, 173
다하, 47, 167
자차, 80, 154
차파, 75, 151
가가, 66, 148
사자, 80, 166
차가, 50, 155
마마, 90, 157
아마, 69, 166
라바, 73, 168
사아, 70, 170
파사, 62, 155
하바, 70, 131
하나, 96, 148
자하, 69, 147
차가, 88, 170
자라, 87, 165
다하, 53, 147
다타, 98, 149
카파, 58, 132
다자, 93, 144
마자, 47, 168
가바, 41, 152
사타, 41, 135
타자, 82, 167
카타, 92, 142
차나, 50, 135
마다, 54, 155
타라, 89, 167
타사, 51, 131
나하, 97, 176
다다, 89, 161
카라, 79, 171
사나, 83, 151
바아, 62, 173
하나, 86, 171
파차, 44, 169
아라, 68, 176
마마, 71, 159
사라, 64, 150
나바, 95, 174
바바, 42, 148
나카, 99, 164
가타, 91, 138
바마, 78, 165
아나, 64, 138
사가, 43, 163
바다, 71, 166
바라, 50, 130
다카, 76, 147
타카, 43, 139
파카, 82, 165
아차, 81, 163
파차, 83, 164
마바, 42, 174
바하, 83, 171
바나, 60, 173
나차, 44, 134
다카, 54, 167
카자, 87, 153
나자, 96, 131
타가, 88, 166
아카, 67, 175
파카, 87, 131
파바, 85, 159
다차, 80, 165
다가, 44, 178
바가, 78, 135
카자, 47, 162
라파, 49, 167
타다, 97, 130
차차, 86, 138
바하, 67, 177
아파, 51, 151
카아, 50, 132
차라, 98, 164
아차, 56, 159
바하, 83, 132
자사, 95, 141
나가, 44, 135
아차, 83, 146
가다, 45, 167
나아, 71, 146
하라, 49, 163
마나, 44, 157
하가, 98, 162
가자, 58, 152
자라, 45, 149
라아, 62, 163
파나, 99, 155
차마, 70, 174
사카, 85, 130
나하, 66, 178
아자, 82, 155
라하, 43, 172
가아, 89, 141
하파, 65, 145
마파, 69, 142
카라, 45, 138
사사, 66, 167
카바, 51, 134
자가, 43, 133
타라, 44, 168
라가, 44, 145
카타, 94, 167
바마, 49, 151
다사, 55, 131
차라, 84, 138
바사, 88, 165
카하, 69, 153
아파, 88, 148
사자, 73, 173
사카, 61, 143
파타, 48, 144
아카, 55, 142
바타, 69, 177
바마, 65, 159
다나, 72, 154
바타, 81, 139
아마, 91, 148
나다, 42, 167
다나, 81, 151
아파, 66, 161
라가, 74, 171
마바, 41, 170
다나, 69, 141
다나, 82, 160
마타, 79, 163
가다, 44, 173
아바, 61, 172
마하, 48, 153
카파, 89, 135
하자, 69, 169
사하, 97, 151
마가, 60, 138
아바, 70, 139
바하, 79, 172
파타, 44, 173
라가, 58, 146
라차, 82, 176
사타, 81, 139
다가, 72, 145
라라, 84, 171
사파, 65, 150
사하, 82, 172
차타, 95, 130
마타, 86, 131
마타, 80, 141
라바, 57, 177
차타, 48, 145
하자, 64, 158
가아, 61, 168
아타, 88, 165
마나, 42, 171
하다, 46, 151
가가, 56, 153
나가, 78, 130
하카, 85, 152
다타, 54, 157
사라, 68, 143
사자, 67, 134
카마, 91, 170
차가, 89, 138
사하, 68, 170
차자, 82, 166
아바, 89, 157
타라, 68, 162
나나, 87, 177
가나, 82, 171
가카, 82, 149
파자, 92, 140
파차, 98, 167
바자, 86, 132
사파, 75, 178
사나, 52, 163
바나, 45, 171
나아, 95, 161
마타, 94, 157
아차, 71, 164
가하, 79, 152
나나, 51, 150
차나, 65, 174
자카, 70, 157
사카, 80, 163
바바, 94, 131
가아, 89, 130
마하, 59, 177
하파, 83, 144
타타, 66, 175
다라, 54, 132
마사, 80, 154
마하, 77, 156
마파, 42, 153
바사, 58, 169
사마, 54, 141
사자, 74, 143
마라, 78, 174
타하, 47, 148
라하, 73, 143
하가, 76, 132
하차, 54, 146
마타, 85, 160
하라, 74, 171
아가, 90, 162
라차, 74, 144
다바, 52, 139
파가, 66, 132
바다, 46, 145
차나, 47, 170
나카, 62, 177
나사, 97, 134
아카, 95, 172
자카, 95, 178
라아, 52, 136
나라, 76, 166
라자, 53, 144
마하, 99, 143
다파, 90, 134
라아, 61, 166
차하, 89, 169
라차, 97, 144
나바, 48, 148
자카, 91, 165
가나, 46, 176
하아, 69, 160
아카, 88, 152
나파, 40, 141
파아, 88, 176
파다, 45, 135
자아, 57, 163
타바, 87, 149
마카, 58, 149
다바, 41, 133
가자, 62, 146
라카, 64, 161
마하, 83, 140
바나, 85, 152
나카, 71, 143
가타, 44, 146
마하, 48, 147
다마, 49, 179
마나, 57, 175
아다, 55, 157
마사, 95, 173
바파, 49, 150
하마, 74, 169
사카, 69, 159
하가, 52, 136
다아, 49, 165
타마, 56, 130
가사, 94, 132
타마, 47, 155
카하, 61, 139
자사, 67, 145
가차, 94, 163
파라, 59, 171
라카, 40, 164
자차, 58, 148
타사, 87, 145
바아, 79, 136
아가, 70, 179
아아, 72, 167
다자, 93, 142
마바, 61, 159
마바, 77, 172
타타, 43, 177
아파, 44, 176
사가, 83, 179
아자, 97, 135
라하, 63, 156
사타, 78, 154
카하, 47, 148
가자, 74, 146
바나, 56, 154
자아, 92, 131
마가, 66, 146
사아, 64, 159
타아, 61, 137
다나, 91, 161
카바, 88, 159
가라, 99, 144
다마, 75, 133
마마, 80, 174
카다, 99, 156
마마, 68, 161
나다, 90, 140
하하, 50, 133
하자, 82, 131
다사, 52, 162
아카, 51, 140
자아, 80, 130
아다, 79, 160
타다, 56, 133
자파, 64, 138
카바, 82, 155
바다, 44, 138
자사, 83, 162
바가, 64, 139
아라, 88, 143
카가, 76, 139
카하, 59, 158
파파, 83, 137
자마, 92, 167
자나, 74, 170
하하, 62, 178
가마, 81, 143
라카, 41, 133
아파, 51, 166
하차, 47, 155
파자, 67, 160
파하, 67, 148
카타, 62, 143
바라, 92, 151
하아, 64, 167
카자, 49, 163
다카, 69, 166
하라, 40, 174
타하, 72, 132
사파, 79, 178
자가, 79, 145
나마, 60, 166
나가, 93, 145
가나, 98, 155
타마, 97, 146
파나, 48, 172
바바, 96, 149
카라, 60, 176
나타, 53, 134
아파, 59, 168
가바, 78, 163
마나, 59, 137
파바, 40, 141
차가, 50, 146
가하, 65, 143
하나, 90, 142
라하, 93, 176
파나, 97, 169
하사, 82, 178
파차, 46, 156
타마, 85, 145
자카, 49, 151
차라, 97, 162
바나, 43, 154
자다, 56, 161
라타, 44, 151
가아, 73, 154
가나, 49, 164
타카, 91, 135
라다, 73, 170
다카, 70, 173
나자, 93, 149
라마, 95, 147
마마, 79, 141
바자, 94, 164
바하, 75, 141
라카, 54, 168
타마, 54, 139
파아, 75, 144
차타, 76, 134
타다, 59, 171
파사, 87, 164
자다, 66, 172
다가, 55, 162
나마, 64, 145
아타, 59, 174
다다, 93, 138
바하, 70, 133
라아, 68, 152
라카, 63, 154
나자, 62, 177
다라, 90, 144
사차, 55, 152
하아, 78, 143
라차, 57, 142
하나, 72, 154
하사, 85, 163
사카, 73, 154
사다, 67, 179
자카, 45, 143
아카, 81, 177
아가, 77, 132
마다, 62, 174
자바, 76, 160
타다, 84, 133
가아, 87, 169
가파, 99, 156
마사, 45, 148
다하, 93, 175
나자, 90, 140
나차, 72, 171
마아, 97, 167
차마, 49, 132
바카, 89, 151
차차, 50, 166
카나, 55, 174
타카, 61, 159
바아, 93, 134
차하, 58, 179
타하, 41, 134
가카, 93, 143
자사, 50, 166
카하, 89, 137
사아, 80, 161
자자, 63, 165
하가, 99, 137
라차, 96, 131
다다, 87, 154
차나, 50, 165
가다, 53, 178
아바, 76, 171
차사, 77, 146
가차, 95, 145
라파, 59, 165
사파, 88, 173
자라, 93, 141
가파, 56, 148
아가, 43, 136
가차, 72, 143
바자, 85, 171
차타, 43, 173
아카, 98, 148
바파, 84, 147
아자, 68, 163
차아, 95, 137
바타, 74, 134
바하, 86, 141
차바, 40, 155
다하, 71, 130
차파, 92, 169
아하, 45, 139
자자, 85, 137
바다, 53, 138
아하, 66, 162
하차, 44, 157
자파, 59, 139
다자, 67, 160
라다, 52, 162
타타, 42, 147
아파, 76, 177
가파, 43, 158
나나, 89, 143
라타, 56, 141
다마, 47, 178
하바, 69, 152
다바, 61, 139
마다, 94, 139
타가, 96, 148
아바, 48, 134
자자, 55, 151
타차, 75, 144
나아, 75, 176
파가, 61, 161
하나, 89, 178
타차, 51, 143
아나, 52, 132
파다, 48, 172
나아, 41, 162
바바, 86, 174
하차, 46, 135
사자, 47, 135
마바, 93, 155
가카, 60, 164
가가, 44, 136
파라, 60, 167
나자, 97, 160
파하, 68, 157
아나, 74, 169
마라, 95, 136
타하, 73, 174
하타, 97, 165
나자, 40, 130
가하, 55, 158
라하, 62, 160
차파, 69, 170
가아, 92, 133
카차, 69, 134
하카, 88, 162
자파, 85, 149
타바, 54, 132
라다, 79, 172
사다, 62, 145
차다, 82, 147
바나, 46, 137
사자, 63, 158
하나, 93, 154
아파, 66, 141
아파, 64, 170
타자, 81, 142
타나, 76, 168
라가, 92, 160
타나, 49, 153
바사, 89, 152
카하, 82, 163
사파, 52, 157
다카, 74, 161
카다, 66, 175
자자, 73, 165
아다, 50, 146
자사, 82, 178
나카, 71, 162
아카, 68, 156
파바, 73, 139
차바, 65, 139
사하, 77, 160
라자, 41, 135
라사, 62, 169
아바, 78, 154
자사, 81, 171
가마, 48, 146
아라, 56, 142
자카, 47, 173
라하, 63, 147
사아, 53, 134
파바, 93, 177
카파, 48, 139
카하, 47, 150
하차, 40, 143
라가, 45, 148
마사, 81, 151
하바, 76, 145
마사, 62, 158
라아, 54, 131
나아, 88, 150
바차, 48, 164
가마, 95, 153
가바, 47, 140
라타, 97, 161
바하, 61, 143
다사, 61, 165
하가, 62, 174
자다, 76, 137
가마, 59, 168
사파, 53, 150
사파, 87, 139
마카, 64, 179
타카, 99, 144
차카, 63, 170
라차, 97, 151
타파, 80, 134
자라, 50, 144
파파, 76, 164
나타, 78, 137
파다, 44, 137
자바, 75, 154
바바, 61, 169
라바, 84, 135
마카, 43, 170
사사, 61, 167
라마, 97, 170
차차, 69, 172
파자, 98, 146
가파, 72, 156
타파, 40, 151
타바, 46, 170
아하, 64, 134
파차, 95, 175
라나, 75, 169
다바, 41, 146
타아, 76, 146
하다, 77, 178
카나, 77, 142
가카, 74, 141
타카, 78, 135
파다, 97, 150
파마, 92, 147
바바, 46, 175
하가, 69, 163
자아, 81, 155
카나, 97, 179
나마, 40, 138
나타, 46, 130
자바, 89, 138
마사, 65, 174
파바, 60, 165
다나, 41, 164
하나, 77, 176
라바, 68, 155
가타, 88, 158
라타, 81, 172
파사, 53, 136
아사, 91, 169
사사, 68, 135
가사, 93, 165
라타, 67, 156
사나, 53, 177
카자, 87, 165
라나, 61, 138
다자, 86, 162
타다, 93, 174
사자, 71, 149
바파, 97, 163
하카, 72, 138
아카, 45, 170
나라, 81, 135
라라, 85, 159
라사, 55, 150
사자, 55, 160
자하, 94, 150
라파, 89, 175
나사, 56, 163
차다, 46, 150
카라, 96, 178
가다, 50, 146
나타, 49, 166
카파, 74, 167
라차, 83, 156
자나, 57, 136
